Timestamp,"Before the coronavirus crisis, how often did you eat out at a sit-down restaurant?",Currently how often do you eat out at a sit-down restaurant?,Next year how often do you think you'll eat out at a sit-down restaurant?,"Currently, about how often do you order takeout?",In what year were you born?,In what zip code do you live?,What is your gender?,What is the highest level of education you have completed?,What is your annual household income?,What is your Amazon Worker ID?
10/17/2020 16:51:13,Multiple times per week,Less than once per month,Multiple time per month,Multiple time per month,1971,83616,Female,"Post-graduate (e.g. MS, MBA, PhD, etc.)",60000,A2DC6TG86OSCRK
10/17/2020 16:51:42,Once a week,Multiple time per month,Multiple time per month,Once a week,1994,23221,Female,College graduate,25000,A12X8RUSITV7RU
10/17/2020 16:51:56,Once a month,Less than once per month,Once a month,Multiple time per month,1987,93010,Female,High school,44000,A2ZH6W3O33PVJZ
10/17/2020 16:52:17,Once a month,Once a month,Once a month,Once a month,1973,60007,Female,College graduate,80000,AASWAMYQ9PXMQ
10/17/2020 16:52:18,Once a month,Less than once per month,Less than once per month,Once a week,1959,69361,Female,"Post-graduate (e.g. MS, MBA, PhD, etc.)",90000,A10O6Q0JU58JIJ
10/17/2020 16:52:35,Multiple time per month,Once a week,Once a month,Multiple times per week,1995,43002,Male,College graduate,25000,A41OUE282M57A
10/17/2020 16:52:39,Once a week,Less than once per month,Multiple time per month,Multiple times per week,1990,77840,Male,"Post-graduate (e.g. MS, MBA, PhD, etc.)",75000,A1X0IC6CG46MYX
10/17/2020 16:53:02,Once a week,Less than once per month,Less than once per month,Once a week,1996,80127,Female,"Post-graduate (e.g. MS, MBA, PhD, etc.)",75000,A3II2ONBAAHOF
10/17/2020 16:53:06,Multiple time per month,Once a week,Multiple time per month,Once a week,1982,32216,Male,College graduate,20000,A3T3H3RWDSX5P2
10/17/2020 16:53:40,Multiple time per month,Less than once per month,Less than once per month,Multiple time per month,1984,43065,Male,College graduate,47000,A26MRON9XGPVB5
10/17/2020 16:53:43,Once a month,Less than once per month,Less than once per month,Once a month,1953,12018,Female,College graduate,39000,A3NG205QJ48IM4
10/17/2020 16:54:00,Once a week,Less than once per month,Less than once per month,Multiple time per month,1977,60565,Female,"Post-graduate (e.g. MS, MBA, PhD, etc.)",200000,A9HBWRA9LQYLG
10/17/2020 16:54:04,Once a week,Less than once per month,Once a week,Multiple times per week,1976,30132,Female,College graduate,59000,A28L1K6D8QUCML 
10/17/2020 16:54:36,Multiple time per month,Less than once per month,Less than once per month,Once a month,1967,86403,Male,High school,17000,A299648X7UDU4M
10/17/2020 16:54:52,Once a month,Less than once per month,Less than once per month,Once a month,1950,44130,Female,College graduate,26000,A8KDSIY4KBYR4
10/17/2020 16:55:00,Once a month,Less than once per month,Less than once per month,Less than once per month,1995,75087,Male,College graduate,6000,A2KOR4003SVNC5
10/17/2020 16:55:09,Multiple times per week,Less than once per month,Less than once per month,Multiple times per week,1986,48152,Male,College graduate,90000,A14YTDPF1OYRA4
10/17/2020 16:55:16,Less than once per month,Less than once per month,Less than once per month,Multiple times per week,1971,08069,Female,High school,72000,A2XFLC9IUFS35U
10/17/2020 16:55:20,Less than once per month,Less than once per month,Less than once per month,Less than once per month,1978,30078,Female,College graduate,95000,A3GTPW3MYSLMR7
10/17/2020 16:55:34,Once a week,Less than once per month,Less than once per month,Less than once per month,1980,95134,Female,"Post-graduate (e.g. MS, MBA, PhD, etc.)",199000,A2BF2FUO6F63N7
10/17/2020 16:56:24,Once a week,Less than once per month,Less than once per month,Multiple time per month,1994,95818,Female,"Post-graduate (e.g. MS, MBA, PhD, etc.)",56000,A2ZN8MJVYRJND6
10/17/2020 16:56:30,Less than once per month,Less than once per month,Less than once per month,Less than once per month,1979,98851,Female,College graduate,41000,A4W1D01TMWQZD
10/17/2020 16:56:31,Once a week,Less than once per month,Less than once per month,Once a week,1959,97402,Male,College graduate,100000,A3HSONMX6LNZR4
10/17/2020 16:56:37,Multiple time per month,Once a month,Multiple time per month,Multiple time per month,1992,93101,Female,College graduate,200000,A1OJSFSGE31WQG
10/17/2020 16:56:39,Once a month,Less than once per month,Multiple time per month,Multiple times per week,1994,32304,Female,College graduate,65000,A1U3TT3VMH9FU9
10/17/2020 16:58:32,Multiple time per month,Less than once per month,Once a week,Multiple times per week,1999,79912,Male,High school,54000,A20357AKPPG811
10/17/2020 16:58:57,Once a week,Less than once per month,Multiple time per month,Once a week,1962,66216,Female,"Post-graduate (e.g. MS, MBA, PhD, etc.)",80000,A1BO0XCCY4K70M
10/17/2020 16:59:07,Multiple time per month,Less than once per month,Once a month,Multiple time per month,1980,22310,Male,College graduate,105000,A2JSJ0D6XYIBOA
10/17/2020 16:59:47,Once a month,Less than once per month,Less than once per month,Multiple times per week,1989,77306,Female,College graduate,44000,ATPP6B0JAMARL
10/17/2020 17:00:04,Multiple time per month,Less than once per month,Less than once per month,Once a month,1999,32713,Female,High school,25000,072636
10/17/2020 17:00:06,Multiple times per week,Less than once per month,Less than once per month,Multiple times per week,1995,55122,Female,College graduate,100000,A1KK0U79F6OS7G
10/17/2020 17:01:22,Once a month,Less than once per month,Less than once per month,Less than once per month,1969,32909,Female,College graduate,45000,A29ZVHVNP02HQ5
10/17/2020 17:02:06,Multiple time per month,Less than once per month,Less than once per month,Once a month,1980,53202,Male,College graduate,30000,ACF8CYOJ1P4GC
10/17/2020 17:02:12,Less than once per month,Once a month,Less than once per month,Less than once per month,1984,19355,Female,College graduate,210000,A17O2N7IPH16FK
10/17/2020 17:02:16,Multiple time per month,Multiple time per month,Multiple times per week,Multiple times per week,1992,20017,Female,College graduate,40000,A2P3HEQIN9C99K
10/17/2020 17:02:21,Multiple time per month,Less than once per month,Once a month,Once a week,1980,20191,Female,College graduate,195000,A1SGKA1BOU2V48
10/17/2020 17:02:26,Less than once per month,Less than once per month,Once a month,Multiple time per month,1977,38301,Female,High school,17000,A3OMY0O6JUXAXL
10/17/2020 17:02:37,Once a week,Less than once per month,Less than once per month,Once a week,1978,43230,Male,"Post-graduate (e.g. MS, MBA, PhD, etc.)",41000,A3FXVNZ5VG98IP
10/17/2020 17:02:50,Once a week,Less than once per month,Less than once per month,Multiple time per month,1958,08816,Female,College graduate,170000,A6O1VFV32LBS8 
10/17/2020 17:02:55,Once a month,Less than once per month,Less than once per month,Once a month,1978,60089,Female,College graduate,30000,A26UAJWMMNN351
10/17/2020 17:03:11,Once a week,Less than once per month,Less than once per month,Multiple time per month,1989,48837,Male,College graduate,109000,A4A1NG6FKG7XS
10/17/2020 17:03:18,Multiple times per week,Once a week,Once a week,Once a week,1985,08234,Male,College graduate,110000,A3VOYK4UGI5BJF
10/17/2020 17:03:49,Multiple time per month,Once a week,Once a month,Multiple time per month,1976,35601,Female,College graduate,50000,A25ZZC04W0O8SF
10/17/2020 17:04:05,Multiple time per month,Less than once per month,Multiple times per week,Once a week,1965,93401,Female,College graduate,25200,A1WVJ1Y7LOEBWF
10/17/2020 17:04:30,Once a month,Multiple times per week,Once a week,Once a week,1999,27103,Male,College graduate,2000,A13O22EMG5ZVN0
10/17/2020 17:06:20,Once a month,Less than once per month,Less than once per month,Multiple time per month,1950,02364,Female,College graduate,61000,A2SAWJZQM8GTF6
10/17/2020 17:10:40,Multiple time per month,Less than once per month,Less than once per month,Less than once per month,1983,75043,Female,College graduate,100000,A23J0BNIK7TB1N
10/17/2020 17:13:48,Multiple time per month,Multiple time per month,Multiple time per month,Once a week,1990,94303,Male,"Post-graduate (e.g. MS, MBA, PhD, etc.)",54000,A21OE3G1B7UFJA
10/17/2020 17:14:10,Once a week,Less than once per month,Multiple time per month,Less than once per month,1977,21230,Male,"Post-graduate (e.g. MS, MBA, PhD, etc.)",100000,A2EXM21XS6NZV5
10/17/2020 17:16:19,Once a month,Less than once per month,Once a month,Once a week,1978,85283,Female,College graduate,61000,ALXOQMLP9F3LC
10/17/2020 17:16:55,Multiple time per month,Less than once per month,Multiple time per month,Less than once per month,1982,07302,Female,College graduate,65000,A48S8SZQBL42N
10/17/2020 17:18:13,Multiple time per month,Less than once per month,Multiple time per month,Multiple time per month,1993,64118,Female,College graduate,000000,AYS8A6E6H121A
10/17/2020 17:18:48,Once a week,Less than once per month,Once a month,Less than once per month,1965,60407,Male,"Post-graduate (e.g. MS, MBA, PhD, etc.)",52000,A384EFVY03N5KE
10/17/2020 17:19:42,Multiple times per week,Less than once per month,Less than once per month,Once a week,1967,89103,Male,College graduate,72000,ALXW2ZXX4SJRO
10/17/2020 17:20:33,Once a week,Less than once per month,Less than once per month,Once a month,1985,27009,Female,"Post-graduate (e.g. MS, MBA, PhD, etc.)",90000,A1MUN8LUN7UUO9
10/17/2020 17:20:49,Multiple time per month,Once a month,Once a month,Multiple time per month,1984,85363,Female,College graduate,75000,A276HJQ2NV3J7K
10/17/2020 17:22:33,Once a week,Less than once per month,Once a month,Multiple time per month,1967,18058,Male,"Post-graduate (e.g. MS, MBA, PhD, etc.)",73000,A33GB614ST7J82
10/17/2020 17:22:58,Once a week,Less than once per month,Less than once per month,Multiple time per month,1980,35043,Female,College graduate,84900,ABKMTFPYTEPCC
10/17/2020 17:24:27,Once a month,Less than once per month,Multiple time per month,Multiple time per month,1988,07940,Female,College graduate,0,A9YJVXG7GJ52T
10/17/2020 17:24:55,Multiple times per week,Once a week,Multiple times per week,Multiple times per week,1989,44030,Male,College graduate,86000,A1UZ02W2GK883U
10/17/2020 17:25:28,Multiple times per week,Less than once per month,Once a week,Multiple times per week,1990,11756,Male,College graduate,120000,A1ARY2P1UWNNRD
10/17/2020 17:26:54,Multiple time per month,Less than once per month,Multiple time per month,Multiple times per week,1997,47905,Male,High school,25000,AUD00RI8TJCOC
10/17/2020 17:27:40,Multiple times per week,Less than once per month,Less than once per month,Multiple times per week,1975,29532,Female,College graduate,70000,A377VNJUPRFD4B
10/17/2020 17:28:52,Multiple time per month,Less than once per month,Less than once per month,Multiple time per month,1963,23113,Male,College graduate,60000,A3O6CWMMWFR661
10/17/2020 17:31:04,Once a month,Less than once per month,Once a month,Multiple times per week,1966,02905,Male,College graduate,20000,AHWF0QIK9VTDS
10/17/2020 17:33:26,Less than once per month,Less than once per month,Less than once per month,Less than once per month,1982,93614,Male,High school,24000,A2IKOE3LM2BQNX
10/17/2020 17:33:45,Once a month,Less than once per month,Less than once per month,Multiple times per week,1964,48393,Male,College graduate,109000,AY52II1OC5RZ1
10/17/2020 17:34:30,Once a month,Once a month,Once a month,Once a month,1960,27529,Female,College graduate,60000,ADVCIFLB5A9B
10/17/2020 17:35:45,Multiple times per week,Once a month,Multiple times per week,Once a week,1974,98109,Male,High school,108000,A1LVYEU1MRRDID
10/17/2020 17:36:18,Multiple time per month,Once a month,Once a month,Once a month,1972,70364,Female,High school,35000,A28ME7HB71Y0D8
10/17/2020 17:36:21,Multiple times per week,Multiple times per week,Multiple time per month,Multiple time per month,1990,48603,Male,College graduate,50000,A2YJS4MROKPUE2
10/17/2020 17:38:05,Once a month,Less than once per month,Less than once per month,Less than once per month,1982,80201,Female,College graduate,50000,A34RPPXI6LV9W1
10/17/2020 17:46:47,Multiple time per month,Less than once per month,Once a month,Once a month,1983,16901,Female,"Post-graduate (e.g. MS, MBA, PhD, etc.)",28000,A3LSXZR843QSGC
10/17/2020 17:47:17,Once a week,Less than once per month,Once a month,Less than once per month,1954,99556,Female,College graduate,39000,A38AF7RJM28PGX
10/17/2020 17:47:39,Multiple time per month,Multiple time per month,Once a month,Once a week,1978,45405,Female,High school,20000,A2UPCE2LJB1GM0
10/17/2020 17:47:39,Less than once per month,Less than once per month,Less than once per month,Multiple time per month,1978,02906,Female,College graduate,40000,A92E3HA46G13I
10/17/2020 17:51:18,Less than once per month,Less than once per month,Less than once per month,Multiple time per month,1979,98002,Male,High school,40000,A1M8NRHSH58X25
10/17/2020 17:52:02,Multiple times per week,Less than once per month,Multiple times per week,Multiple times per week,1985,10001,Male,"Post-graduate (e.g. MS, MBA, PhD, etc.)",80,A3S5AA4R3RIEEP
10/17/2020 17:52:56,Once a month,Less than once per month,Less than once per month,Less than once per month,1954,35810,Female,College graduate,15000,A2BLQ1GVEHJR8T
10/17/2020 17:54:02,Once a week,Less than once per month,Once a month,Multiple times per week,1974,83709,Female,College graduate,75000,A19XW3MJA0P5AU
10/17/2020 17:56:53,Multiple time per month,Less than once per month,Multiple time per month,Once a month,1989,80012,Female,College graduate,55000,ADL6E7146WAFB
10/17/2020 17:57:16,Once a month,Less than once per month,Less than once per month,Less than once per month,1982,32968,Female,High school,24000,A3BCKNE5CWHODZ
10/17/2020 17:58:03,Multiple time per month,Less than once per month,Multiple time per month,Less than once per month,1956,33903,Female,High school,27000,A2PJBSDDN22XIX
10/17/2020 17:59:02,Multiple times per week,Less than once per month,Less than once per month,Once a week,1971,84074,Male,College graduate,203000,A2GMCWY993EEYE
10/17/2020 17:59:30,Multiple time per month,Multiple time per month,Multiple time per month,Multiple time per month,1986,14559,Male,College graduate,85000,A2LEY4X3LD8G26
10/17/2020 18:00:11,Once a week,Multiple time per month,Once a week,Once a week,1984,19064,Male,High school,21000,AJ5P0SBP4GFY1
10/17/2020 18:01:54,Multiple times per week,Less than once per month,Once a week,Multiple times per week,1988,34285,Male,College graduate,52000,APV5E6BOHVUG6
10/17/2020 18:02:31,Less than once per month,Less than once per month,Less than once per month,Less than once per month,1996,33030,Female,High school,20000,ADWB7ZHKQ7F37
10/17/2020 18:04:30,Multiple time per month,Less than once per month,Less than once per month,Multiple time per month,1990,06340,Female,College graduate,100000,A3DWAPU5YWS359
10/17/2020 18:05:54,Once a month,Less than once per month,Once a month,Less than once per month,1959,89117,Female,Did not finish high school,36000,A3PIHDC8LXVQ4H
10/17/2020 18:07:15,Once a week,Multiple time per month,Multiple time per month,Multiple time per month,1996,49801,Female,College graduate,10000,A2EPDOPTVCNKQX
10/17/2020 18:07:49,Less than once per month,Less than once per month,Less than once per month,Multiple time per month,1996,67217,Female,High school,19000,A6AUV2JA67CEN
10/17/2020 18:08:31,Multiple time per month,Once a week,Multiple time per month,Once a week,1958,70810,Female,College graduate,200000,ASRJBDITTJOYX
10/17/2020 18:10:33,Once a month,Less than once per month,Once a month,Multiple time per month,1988,75067,Female,"Post-graduate (e.g. MS, MBA, PhD, etc.)",130000,A3NRAEKWOKVUNN
10/17/2020 18:11:18,Multiple time per month,Once a month,Multiple time per month,Multiple time per month,1989,37031,Female,College graduate,75000,AH82INRZKI49G
10/17/2020 18:12:34,Multiple time per month,Once a month,Multiple time per month,Less than once per month,1977,33032,Male,High school,17000,a31xbbz4e03l7u
10/17/2020 18:13:02,Multiple time per month,Less than once per month,Multiple times per week,Multiple time per month,1993,53089,Male,College graduate,62500,COPIEDAXTUNPWPKSGPE
10/17/2020 18:14:39,Less than once per month,Less than once per month,Less than once per month,Less than once per month,1964,55102,Female,High school,30000,A2W2ZEI7WUASOW
10/17/2020 18:15:05,Once a week,Once a month,Less than once per month,Once a month,1963,21204,Male,College graduate,55000,A39VDXGL1RVURU
10/17/2020 18:15:23,Multiple times per week,Less than once per month,Multiple times per week,Once a week,1980,08054,Male,College graduate,60000,ATB1I7DDFTR6B
10/17/2020 18:15:30,Multiple times per week,Less than once per month,Once a month,Less than once per month,1978,75019,Male,College graduate,72000,A2UKMYJEIC673Z
10/17/2020 18:17:51,Once a month,Less than once per month,Less than once per month,Once a month,1992,02135,Male,College graduate,39000,AXR1QGU4KTMSZ
10/17/2020 18:17:56,Once a month,Less than once per month,Once a month,Multiple time per month,1990,24523,Male,High school,55000,A13B52O6OQBPO
10/17/2020 18:19:31,Multiple time per month,Less than once per month,Once a month,Multiple time per month,1974,40031,Female,"Post-graduate (e.g. MS, MBA, PhD, etc.)",80000,A231NY4QEQ58PJ
10/17/2020 18:21:05,Multiple time per month,Once a month,Once a week,Multiple time per month,1990,60612,Female,College graduate,20000,AESKW0ROSKQTX
10/17/2020 18:21:39,Multiple time per month,Once a month,Multiple time per month,Once a month,1984,45321,Male,High school,30000,A2MUOR5H62S8OG
10/17/2020 18:21:49,Less than once per month,Less than once per month,Less than once per month,Once a month,1983,29406,Female,High school,57000,A2OXE5D9A7KSGW
10/17/2020 18:22:13,Once a week,Less than once per month,Once a week,Multiple time per month,1973,07080,Female,"Post-graduate (e.g. MS, MBA, PhD, etc.)",60000,A2WOZPIFGD3RDK
10/17/2020 18:22:48,Multiple time per month,Less than once per month,Once a week,Multiple times per week,1991,28043,Female,High school,26000,A1H1YML33RHW95
10/17/2020 18:22:52,Multiple time per month,Less than once per month,Multiple time per month,Multiple time per month,1997,73507,Female,College graduate,10000,A2OY3ZSG5VKPUN
10/17/2020 18:23:42,Multiple time per month,Less than once per month,Less than once per month,Less than once per month,1994,98058,Female,College graduate,24000,AL0DOBE6NUQR9
10/17/2020 18:24:04,Multiple time per month,Once a month,Multiple time per month,Less than once per month,1983,53719,Male,"Post-graduate (e.g. MS, MBA, PhD, etc.)",68300,A2B2HQHFBYLTXU
10/17/2020 18:25:24,Once a month,Less than once per month,Less than once per month,Once a week,1955,53575,Male,College graduate,70000,A1JBQ2BEO3GABM
10/17/2020 18:25:32,Multiple times per week,Once a week,Once a week,Multiple time per month,1979,60641,Male,College graduate,74000,A2L7ZP3ZLJEDGK
10/17/2020 18:26:52,Once a week,Less than once per month,Less than once per month,Less than once per month,1951,57476,Female,College graduate,105000,A2SKOPFTRTNFUY
10/17/2020 18:26:52,Less than once per month,Less than once per month,Less than once per month,Less than once per month,1989,05251,Male,College graduate,50000,A2HYL700H76V50
10/17/2020 18:27:14,Once a week,Less than once per month,Once a week,Multiple time per month,1973,64111,Male,High school,12000,A2R25RH05K0B68
10/17/2020 18:27:14,Once a week,Less than once per month,Multiple time per month,Once a week,1967,08505,Male,"Post-graduate (e.g. MS, MBA, PhD, etc.)",125000,A30N7QXF4W4VCM
10/17/2020 18:28:37,Multiple time per month,Less than once per month,Less than once per month,Multiple time per month,1964,26164,Female,High school,42000,A2J2XDQOGA336R
10/17/2020 18:31:01,Once a week,Once a month,Multiple times per week,Once a week,1991,75803,Male,College graduate,182000,A2CQP20O9KH1TZ
10/17/2020 18:31:37,Multiple times per week,Less than once per month,Multiple times per week,Multiple time per month,1982,89052,Female,College graduate,75000,A1FTU0H0NZ59LW
10/17/2020 18:32:19,Multiple time per month,Less than once per month,Once a month,Multiple time per month,1984,90255,Female,College graduate,20000,A3J4IPSQF2KWS7
10/17/2020 18:32:55,Multiple time per month,Less than once per month,Less than once per month,Once a month,1962,46923,Female,High school,50000,A3NS43C18XRZ3V
10/17/2020 18:33:34,Once a week,Less than once per month,Less than once per month,Less than once per month,1979,26105,Male,"Post-graduate (e.g. MS, MBA, PhD, etc.)",150000,AV4P7N58PU55P
10/17/2020 18:34:08,Once a month,Less than once per month,Once a month,Once a week,1980,02169,Female,High school,50000,A2FAJ55G7VVBKL
10/17/2020 18:34:13,Once a month,Less than once per month,Less than once per month,Multiple time per month,1997,91506,Male,College graduate,110000,A2M65A4CPO8HW8
10/17/2020 18:34:20,Once a month,Less than once per month,Less than once per month,Once a week,1968,27306,Male,College graduate,49000,AM6UAUQNJE1A6
10/17/2020 18:34:33,Multiple time per month,Less than once per month,Less than once per month,Multiple time per month,1980,70001,Female,College graduate,25000,A1RNQ5X21BF816
10/17/2020 18:35:24,Multiple time per month,Multiple time per month,Multiple time per month,Once a week,1987,78108,Female,College graduate,100000,AVRZZFY8APQVD
10/17/2020 18:36:41,Multiple time per month,Multiple time per month,Multiple time per month,Less than once per month,1993,75294,Male,High school,75000,AM5DZDG51U3XO
10/17/2020 18:39:45,Multiple times per week,Once a week,Multiple times per week,Multiple times per week,1990,91406,Male,College graduate,65000,A29U6TV3GMRBB5
10/17/2020 18:42:20,Once a month,Less than once per month,Once a month,Once a month,1992,02649,Female,"Post-graduate (e.g. MS, MBA, PhD, etc.)",20000,A1Y38T7IZWJQAE
10/17/2020 18:44:51,Once a month,Less than once per month,Once a month,Once a week,1989,45806,Male,College graduate,74000,AVR3NY5GN6BL2
10/17/2020 18:44:53,Once a week,Multiple time per month,Once a week,Multiple time per month,1980,75228,Female,High school,65500,A3NGERRLPQMDNI
10/17/2020 18:45:10,Once a week,Once a week,Once a week,Once a week,1986,92071,Female,College graduate,70000,A104W89DPJBJZF
10/17/2020 18:47:19,Multiple time per month,Less than once per month,Less than once per month,Less than once per month,1988,98616,Male,High school,2200,A329NTBVZU5KAY
10/17/2020 18:47:34,Multiple time per month,Less than once per month,Less than once per month,Once a week,1959,46787,Female,High school,15000,A770OB1ZAGJ4G
10/17/2020 18:47:51,Multiple time per month,Once a month,Once a month,Multiple time per month,1988,80908,Female,High school,175000,A3FAP0GL8128A3
10/17/2020 18:49:14,Multiple times per week,Once a month,Multiple time per month,Once a month,1992,61705,Male,College graduate,150000,A2BSYLWRXJ5NT9
10/17/2020 18:53:35,Once a month,Once a month,Once a month,Less than once per month,1994,89460,Female,College graduate,130000,A3AT6ZR2Z4J49Z
10/17/2020 18:57:04,Multiple time per month,Less than once per month,Once a month,Less than once per month,2001,08873,Female,High school,180000,A1T78O4V9U4KYF
10/17/2020 18:58:11,Once a week,Once a week,Multiple time per month,Once a week,1978,92868,Female,"Post-graduate (e.g. MS, MBA, PhD, etc.)",30000,A20QXCW2IQ1JTI
10/17/2020 18:58:40,Once a month,Less than once per month,Less than once per month,Less than once per month,1971,94931,Female,College graduate,85000,A1WSCND5HZZV5N
10/17/2020 18:58:55,Multiple times per week,Once a week,Multiple times per week,Multiple times per week,1987,85742,Male,"Post-graduate (e.g. MS, MBA, PhD, etc.)",90000,A3LPG55KJ60KP2
10/17/2020 18:58:58,Multiple times per week,Once a month,Multiple time per month,Multiple times per week,1984,30044,Female,College graduate,69000,AV6J56XKCIG7F
10/17/2020 18:59:04,Multiple time per month,Less than once per month,Less than once per month,Multiple time per month,1992,33549,Female,High school,149000,A3VJI84NJU5OA5
10/17/2020 18:59:56,Once a week,Once a month,Once a month,Multiple time per month,1976,83646,Male,College graduate,69900,A2XILSQJK0S8RP
10/17/2020 19:04:53,Once a month,Once a month,Once a month,Multiple time per month,1958,40229,Male,High school,36000,A0989239BAD79O16H0DE
10/17/2020 19:05:07,Once a month,Less than once per month,Once a month,Once a week,1955,02920,Male,College graduate,42500,A1LDO8EYGXOA9D
10/17/2020 19:05:49,Multiple time per month,Less than once per month,Once a month,Multiple time per month,1990,85138,Female,College graduate,50000,A38CDYAQ00NBGE
10/17/2020 19:06:32,Multiple time per month,Less than once per month,Less than once per month,Less than once per month,1967,33612,Female,College graduate,25000,A3HSFVTWE8B230
10/17/2020 19:09:51,Multiple time per month,Multiple time per month,Multiple time per month,Once a week,1997,95834,Female,High school,75000,A1MJJHFEKOGUIU
10/17/2020 19:10:15,Multiple time per month,Multiple time per month,Once a week,Once a week,1960,29388,Female,High school,57000,AJNTLARWNI2NK
10/17/2020 19:11:12,Multiple time per month,Less than once per month,Less than once per month,Multiple times per week,1990,95159,Female,Did not finish high school,30000,AZBMI3AC3C94O
10/17/2020 19:14:45,Multiple time per month,Less than once per month,Less than once per month,Once a week,1984,02114,Female,College graduate,350000,A1GJA1FJ8H3ZOV
10/17/2020 19:17:55,Once a week,Less than once per month,Less than once per month,Less than once per month,1977,38501,Male,"Post-graduate (e.g. MS, MBA, PhD, etc.)",37500,A14PJ5LRLVFDGG
10/17/2020 19:18:42,Multiple time per month,Less than once per month,Less than once per month,Once a week,1993,46628,Female,"Post-graduate (e.g. MS, MBA, PhD, etc.)",110000,A1ZFHN32O2EYU6
10/17/2020 19:22:45,Once a month,Once a month,Multiple time per month,Multiple time per month,1971,48212,Male,High school,12000,A10AI558XJ6UKU
10/17/2020 19:26:07,Once a week,Less than once per month,Less than once per month,Once a month,1992,62959,Female,High school,40000,A36XNMZW8TXRWH
10/17/2020 19:27:01,Once a week,Less than once per month,Once a month,Once a month,1972,29418,Female,College graduate,4000,ACID7NKW5A8QC
10/17/2020 19:27:23,Multiple time per month,Less than once per month,Multiple time per month,Less than once per month,1952,34786,Male,College graduate,48000,A3MYQGYGHTZVCP
10/17/2020 19:27:39,Multiple time per month,Less than once per month,Less than once per month,Multiple times per week,1976,31525,Male,College graduate,75000,ANVBSQCIBWDO9
10/17/2020 19:28:30,Once a month,Less than once per month,Less than once per month,Less than once per month,1984,81101,Male,College graduate,9999,A1NW8OVEL5X24D
10/17/2020 19:28:30,Multiple time per month,Once a month,Once a week,Once a week,1990,30092,Female,College graduate,60000,A27KLBGLHJPJC3
10/17/2020 19:33:43,Multiple time per month,Less than once per month,Once a month,Multiple times per week,1985,95240,Female,College graduate,71000,A1EMVNC0XU6OT6
10/17/2020 19:34:46,Once a week,Less than once per month,Less than once per month,Multiple times per week,1955,78745,Male,College graduate,65000,A277UPR6JWGMWY
10/17/2020 19:35:24,Multiple time per month,Once a month,Multiple time per month,Less than once per month,1999,78758,Male,High school,35000,A3FWIM8HAY4GIU
10/17/2020 19:39:20,Multiple times per week,Once a month,Multiple time per month,Once a month,1950,33781,Female,High school,24888,A1H7TJDH948CY7
10/17/2020 19:40:32,Multiple times per week,Less than once per month,Once a month,Multiple times per week,1978,84081,Female,High school,1000, A3QH4H0D8M5WUN
10/17/2020 19:41:33,Multiple time per month,Less than once per month,Less than once per month,Multiple times per week,1993,91411,Male,College graduate,36000,A3PYT74DUPKM9R
10/17/2020 19:42:45,Less than once per month,Less than once per month,Less than once per month,Multiple time per month,1954,15074,Female,High school,100000,AVCP33K35MFW5
10/17/2020 19:43:26,Multiple times per week,Once a week,Multiple time per month,Once a week,1991,06830,Male,College graduate,60000,A1IIG0590PRTHZ
10/17/2020 19:44:31,Multiple times per week,Multiple time per month,Once a week,Less than once per month,1963,15106,Female,"Post-graduate (e.g. MS, MBA, PhD, etc.)",28812,A2F0X4LN9N4O4C
10/17/2020 19:46:08,Once a month,Less than once per month,Less than once per month,Once a week,1976,05452,Male,College graduate,122000,A2Y7MX6T16F7DT
10/17/2020 19:46:35,Once a month,Less than once per month,Less than once per month,Once a month,1985,12020,Female,College graduate,75000,A1O012H8YHIDIB
10/17/2020 19:48:42,Once a week,Once a month,Once a week,Less than once per month,1960,45804,Female,"Post-graduate (e.g. MS, MBA, PhD, etc.)",60000,AVOF14300525D
10/17/2020 19:49:00,Once a month,Less than once per month,Once a month,Multiple time per month,1988,11373,Male,College graduate,85000,A182N7RLXGSCZG
10/17/2020 19:50:25,Multiple time per month,Less than once per month,Multiple time per month,Once a week,1991,48610,Female,High school,40000,A31K9H6BRWD091
10/17/2020 19:50:26,Once a month,Multiple time per month,Once a month,Multiple time per month,1979,62223,Male,"Post-graduate (e.g. MS, MBA, PhD, etc.)",50000,A1HA6L0DLZZA96
10/17/2020 19:50:42,Once a week,Less than once per month,Less than once per month,Once a month,1970,32771,Female,"Post-graduate (e.g. MS, MBA, PhD, etc.)",100000,A2UNF0ZW0Y7GK3
10/17/2020 19:53:03,Multiple time per month,Multiple time per month,Once a week,Multiple time per month,1969,93726,Male,College graduate,15000, A1A3IZ30V2JU65
10/17/2020 19:53:19,Once a week,Less than once per month,Less than once per month,Less than once per month,1983,30012,Male,College graduate,115000,A33AEENAXQI4M3
10/17/2020 19:53:33,Multiple times per week,Once a month,Multiple times per week,Multiple times per week,1977,38111,Male,"Post-graduate (e.g. MS, MBA, PhD, etc.)",90000,A1CZT8MVSWXU8R
10/17/2020 19:55:00,Once a month,Less than once per month,Less than once per month,Once a week,1968,48197,Female,College graduate,125000,A5E2P5F1AXYZ1
10/17/2020 19:55:22,Multiple time per month,Less than once per month,Less than once per month,Once a week,1981,19465,Male,"Post-graduate (e.g. MS, MBA, PhD, etc.)",150000,A39C2BMV7KZ02W
10/17/2020 19:55:45,Less than once per month,Less than once per month,Once a month,Multiple time per month,1997,10314,Female,College graduate,22000,AJCR2DR1LSLJJ
